Time,End,lat,lon,Phase C-A Avg Volts
27-10-2022 17:00:00,27-10-2022 17:00:00,9.848634400644745,-84.31491096137044,120.08
27-10-2022 17:00:00,27-10-2022 17:00:00,10.71553,-85.62812,121.22
27-10-2022 17:00:00,27-10-2022 17:00:00,09.95461,-85.03797,119.50
27-10-2022 17:00:00,27-10-2022 17:00:00,09.99357,-85.28716,123.64
27-10-2022 18:00:00,27-10-2022 18:00:00,9.848634400644745,-84.31491096137044,116.98
27-10-2022 18:00:00,27-10-2022 18:00:00,10.71553,-85.62812,119.94
27-10-2022 18:00:00,27-10-2022 18:00:00,09.95461,-85.03797,117.80
27-10-2022 18:00:00,27-10-2022 18:00:00,09.99357,-85.28716,123.82
27-10-2022 19:00:00,27-10-2022 19:00:00,9.848634400644745,-84.31491096137044,116.98
27-10-2022 19:00:00,27-10-2022 19:00:00,10.71553,-85.62812,119.84
27-10-2022 19:00:00,27-10-2022 19:00:00,09.95461,-85.03797,117.88
27-10-2022 19:00:00,27-10-2022 19:00:00,09.99357,-85.28716,122.80
27-10-2022 20:00:00,27-10-2022 20:00:00,9.848634400644745,-84.31491096137044,117.78
27-10-2022 20:00:00,27-10-2022 20:00:00,10.71553,-85.62812,120.46
27-10-2022 20:00:00,27-10-2022 20:00:00,09.95461,-85.03797,118.38
27-10-2022 20:00:00,27-10-2022 20:00:00,09.99357,-85.28716,123.16
